id,label,center_x,center_y,rotation_degrees,long_axis_angle_degrees,width,height
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7-9,60-1-1,616.197973889021,201.88176209334608,60.60428300000001,150.60428300000012,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4,59-1-2,526.6840567877464,215.98665553202278,76.42539699999998,166.42539700000003,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8,59-1-1,524.9248335877907,208.6368183067682,76.42539699999998,166.42539700000003,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-8,59-2-2,551.2869409329958,212.58472478975446,87.21533399999998,177.21533399999936,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-2,59-2-1,550.9347746774038,205.03548956799708,87.21533399999998,177.21533399999936,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4,59-3-2,576.7486344846656,213.36151130567546,95.399273,-174.6007269999993,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7,59-3-1,577.4746994107369,205.83902479999605,95.399273,-174.60072700000092,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4-4-1-8,58-1-2,676.6063923597508,170.50568097392122,40.26254900000001,130.26254899999935,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7-9-4-1,58-1-1,670.8490933161177,165.6099193858248,40.26254900000001,130.26254899999935,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4-4-1-8-4,58-2-2,693.151967377318,150.08267382414382,40.26254900000001,130.26254900000333,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7-9-4-1-0,58-2-1,687.3946618707735,145.18691986695669,40.26254900000001,130.26254899999935,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-2,57-3,651.6116332610756,109.73286332380054,-179.16521000000003,-89.16521000000098,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-6,57-2,651.7228708554619,135.98417866830786,177.92307,-92.07693000000214,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-7,57-1,654.3369077246709,162.23550664970622,171.39493000000004,-98.6050699999957,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2,56-2,591.322519858862,168.85398527134114,172.55854,-97.44146000000268,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-8,56-1,595.2157121962867,195.1609103663863,172.55854,-97.44146000000246,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4-4-1-8-3,55-2-2,685.5167206598503,122.12314649487814,133.97127999999998,-136.02872000000366,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7-9-4-1-06,55-2-1,690.7746366994595,116.69458381902001,133.97127999999998,-136.02872000000366,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4-4-1-8-3-9,55-1-2,666.7221797896502,104.17880366525128,133.97127999999998,-136.02871999999914,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7-9-4-1-06-7,55-1-1,671.9800955753574,98.75022684953694,133.97127999999998,-136.02871999999914,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3,54-3,633.8697088666381,96.82961524179692,-114.42226,-24.42225999999863,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-5,54-2,611.0110524044596,109.9552772501294,-128.78901,-38.789009999999564,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56,54-1,595.0488416472011,130.36684956202657,-155.97294,-65.97293999999779,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-5,53-1,530.9841105007574,113.68774189565971,-130.80004,-40.80004000000051,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-1,53-2,553.2247483624751,99.38800610207878,-116.57689000000002,-26.576890000000816,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-79,53-3,577.5294398846661,90.09999429526871,-106.07682,-16.0768199999998,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-56,53-4,603.0578023711023,84.42696741830834,-98.04398,-8.043980000000175,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-9,53-5,629.031052167737,83.53708434041735,-85.790432,4.209567999999166,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0,52-1,539.5428998494821,134.03755733464266,-77.347441,12.652558999998632,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-9,52-2,564.6262469113333,140.32230443655672,-77.347441,12.652558999998632,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4,51-1,511.1224573735773,200.27770411254355,-152.52117,-62.52117000000078,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8,51-2,528.1413733515602,181.59027032746587,-120.99801999999998,-30.99802000000156,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1,51-3,552.446091569886,172.9696490833482,-98.385831,-8.385831000001644,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-8,51-4,575.5272905093489,162.23546272587058,-132.58504,-42.58503999999988,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2,50-1-2,484.38880612222476,260.5968382263444,32.900664000000006,122.90066400000148,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6,50-1-1,478.05164125311103,256.47915500919476,32.900664000000006,122.90066400000421,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2,50-2-2,498.0637202379795,239.20265209650887,32.900664000000006,122.90066399999972,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9,50-2-1,491.7265469727301,235.0849634475174,32.900664000000006,122.90066399999972,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2-3-30-3-9,49-2,468.78182784801305,297.86523251003814,-166.75636,-76.75636000000125,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2-3-30-3-9-6,49-1,462.25344025150844,322.72007093297515,-166.75636,-76.75636000000125,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2-3-30-3-9-1-2-78-0-2-1-4-2-7-07,48-1,466.4614569647997,359.0192036083786,152.16156999999998,-117.83843000000242,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2-3-30-3-9-1-2-78-0-2-1-4-2-7-6,48-2,477.8663669685289,382.26169482145485,154.68926,-115.31074000000082,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2-3-30-3-9-1-2-78-0-2-1-4-2-7-1,48-3,489.0747099255597,405.8974136234867,155.23474,-114.7652600000003,3.3142691,21.368462
rect3826-4-6-4-7-8-3-9-6-7-4-5-4-9-4-8-8-5-7-7-3-6-0-8,47-1,453.28054375558844,427.2516322701395,-91.775934,-1.7759340000005466,3.3142691,21.368462
rect3826-4-6-4-7-8-3-9-6-7-4-5-4-9-4-8-8-5-7-7-3-6-0-7,47-2,478.58640151197,426.0837258935862,-91.7786,-1.77860000000004,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2-3-30-3-9-1-2-78-0-2-1-4-2-7-7,46-2,441.4099667854619,358.7439044833824,40.74197000000001,130.74197000000004,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2-3-30-3-9-1-2-78-0-2-1-4-2-7-7-8,46-1,424.81383368630395,378.17161926296825,40.74197000000001,130.74196999999754,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2-3-30-3-9-5,45-2,439.36495636258036,338.21501406654954,95.10097999999999,-174.8990199999987,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2-3-30-3-9-1,45-1,414.1954256674203,335.7767624293132,-84.900135,5.099864999999738,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1,44-1-2,430.7076384031605,278.88806703057514,91.77629300000001,-178.22370699999738,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8,44-1-1,430.9569096998345,271.3347541594467,91.77629300000001,-178.22370700000076,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2,44-2-2,455.6004724942307,279.8545294848148,91.77629300000001,-178.22370700000076,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9,44-2-1,455.8497344156538,272.30119631332497,91.77629300000001,-178.22370700000076,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-9,43-1,415.36407921823934,230.06965870639917,63.31013899999999,153.31013900000016,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-5,43-2,436.95281853081303,217.90599815658814,56.363279000000006,146.3632789999981,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-3,43-3,460.59134120725565,212.25553063229984,95.72396100000003,-174.27603900000062,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-4-8-1-2-4-26-2,43-4,485.12203867034685,216.6276100026268,99.99087099999997,-170.00912900000077,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6,42-1,439.43187498428074,184.56583524781513,-55.73131000000001,34.26868999999783,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-0,42-2,461.34503581339385,196.71819960411347,-63.548068,26.451931999998834,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8-6-06,42-3,484.4818342370394,206.47901826157144,-70.340363,19.659636999999748,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2,41-6,569.4649845466356,151.16767658580852,-97.578686,-7.578685999999067,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-3,41-5,543.5823800832586,155.10700376927218,-97.578686,-7.578686000000687,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-9,41-4,517.862301567227,158.7251199033625,-97.578686,-7.578686000000687,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-38,41-3,492.3388765321617,162.50053392085815,-97.578686,-7.578686000000687,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-1,41-2,466.5794683397439,166.4332654222708,-97.578686,-7.578686000000687,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-3-56-0-2-8,41-1,442.1178457440892,169.89407261774593,-97.578686,-7.5786860000002605,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77,40-1,446.5508901412454,157.61926005567156,-115.86208,-25.862079999999168,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-7,40-2,469.5207810672287,147.21884792067814,-113.14935,-23.149350000000766,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-77-2,40-3,493.26934343234973,137.20774653539817,-113.10438,-23.104379999998912,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96,39-1,373.13609526099526,88.6538837512849,-75.009223,14.990776999999781,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4,39-2,397.4408401999333,95.38357888999728,-75.009223,14.990777000000634,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-5,39-3,422.1348941382509,101.77955932492846,-75.009223,14.990776999999014,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-7,39-4,447.32950766132905,108.39801300762124,-75.009223,14.990776999999781,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-9,39-5,471.41177860993076,114.62714531674465,-75.009223,14.990776999999781,3.3142691,21.368462
rect3826-4-6-5-4-3-6-96-4-6,39-6,496.4951273039527,120.80065114480716,-75.009223,14.990777000000634,3.3142691,21.368462
rect3826-4-6-5-4-3-6-9,38-2,381.08184511742445,120.0270084267706,-39.165167,50.83483300000054,3.3142691,21.368462
rect3826-4-6-5-4-3-6-0,38-3,396.57680799403124,138.90412912544383,-39.165167,50.83483300000054,3.3142691,21.368462
rect3826-4-6-5-4-3-6-05,38-4,412.4650616657423,158.96107737511178,-39.165167,50.83483300000054,3.3142691,21.368462
rect3826-4-6-5-4-3-6,38-1,364.9861693077263,99.6986515374596,-39.165167,50.83483300000054,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4-4-1-8-3-94,37-2-2,412.3127277374616,189.96502306056965,-156.59434,-66.59434000000171,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7-9-4-1-06-2,37-2-1,419.24234536571765,192.98090172023274,-156.59434,-66.59433999999872,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4-4-1-8-3-94-4,37-1-2,402.1572751923315,214.1631405087224,-156.59434,-66.59433999999872,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7-9-4-1-06-2-3,37-1-1,409.0868836434336,217.17901519600002,-156.59434,-66.59433999999936,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4-4-1-8-3-94-5-2,36-1-2,400.91519908687485,255.24566786002373,157.89909,-112.10090999999788,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7-9-4-1-06-2-6-0,36-1-1,407.9229765453522,252.4161752204401,157.89909,-112.10090999999788,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4-4-1-8-3-94-5,35-2-2,403.24099043169593,290.6743835948599,-164.43669,-74.43669000000189,3.3142691,21.368462
rect3826-5-1-2-7-6-6-2-0-8-8-9-6-9-8-7-9-4-1-06-2-6,35-2-1,410.5172968220701,292.7165243388832,-164.43669,-74.43668999999875,3.3142691,21.368462
rect3826-5-1-23-0-09-8-4-2-1-2-2-2-4-4-4-1-8-3-94-58,35-1-2,396.29747542752,315.11052553477185,-164.4683,-74.46829999999912,3.3142691,21.368462
